row,repository,group,component,state,evidence,snapshot,source_paths
dafniser,dafniser,Augmentation tools,Parser,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],src/codegen/parser.rs
dafniser,dafniser,Augmentation tools,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,Interpreter / runner,!,Reviewed run() prints instructions/configuration and returns success; it does not execute the target workload.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],src/codegen/mod.rs
dafniser,dafniser,Augmentation tools,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,Compiler / build,!,"Reviewed build() prints a plan/status or validates input, then returns success; it does not invoke the target compiler.",f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],src/codegen/mod.rs
dafniser,dafniser,Augmentation tools,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],features/ssg/ssg-bootstrap.sh
dafniser,dafniser,Augmentation tools,Code generators,I,src/codegen/mod.rs orchestration inspected. It writes/delegates generated artifacts; per-target semantic validity and full generator coverage were not established.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],src/codegen/mod.rs
dafniser,dafniser,Augmentation tools,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/abi/mod.rs
dafniser,dafniser,Augmentation tools,Standard library,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],.machine_readable/6a2/ECOSYSTEM.a2ml
dafniser,dafniser,Augmentation tools,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],src/interface/ffi/.zig-cache/o/a321aa3c8732663417bf1076929f850a/test.o; src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc
dafniser,dafniser,Augmentation tools,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],tests/fuzz/placeholder.txt; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
dafniser,dafniser,Augmentation tools,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc
dafniser,dafniser,Augmentation tools,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],
dafniser,dafniser,Augmentation tools,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],.github/workflows/abi-ffi-gate.yml; .github/workflows/boj-build.yml; .github/workflows/casket-pages.yml
dafniser,dafniser,Augmentation tools,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
dafniser,dafniser,Augmentation tools,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,f955c34f33d45060e4ac50dd40fde88df2a2f2f5; ## main...origin/main [ahead 1],.github/workflows/release.yml
eclexiaiser,eclexiaiser,Augmentation tools,Syntax,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Semantics,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/interface/abi/Eclexiaiser/ABI/Semantics.idr
eclexiaiser,eclexiaiser,Augmentation tools,Type checker,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc; examples/SafeDOMExample.affine
eclexiaiser,eclexiaiser,Augmentation tools,AST,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Lexer,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],.github/workflows/secret-scanner.yml
eclexiaiser,eclexiaiser,Augmentation tools,Parser,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/codegen/parser.rs
eclexiaiser,eclexiaiser,Augmentation tools,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Interpreter / runner,!,Reviewed run() prints instructions/configuration and returns success; it does not execute the target workload.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/codegen/mod.rs
eclexiaiser,eclexiaiser,Augmentation tools,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Compiler / build,!,"Reviewed build() prints a plan/status or validates input, then returns success; it does not invoke the target compiler.",9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/codegen/mod.rs
eclexiaiser,eclexiaiser,Augmentation tools,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],features/ssg/ssg-bootstrap.sh
eclexiaiser,eclexiaiser,Augmentation tools,Code generators,I,src/codegen/mod.rs orchestration inspected. It writes/delegates generated artifacts; per-target semantic validity and full generator coverage were not established.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/codegen/mod.rs
eclexiaiser,eclexiaiser,Augmentation tools,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/abi/mod.rs
eclexiaiser,eclexiaiser,Augmentation tools,Standard library,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],.machine_readable/6a2/ECOSYSTEM.a2ml
eclexiaiser,eclexiaiser,Augmentation tools,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
eclexiaiser,eclexiaiser,Augmentation tools,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],tests/fuzz/placeholder.txt; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
eclexiaiser,eclexiaiser,Augmentation tools,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc
eclexiaiser,eclexiaiser,Augmentation tools,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],
eclexiaiser,eclexiaiser,Augmentation tools,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],.github/workflows/abi-ffi-gate.yml; .github/workflows/boj-build.yml; .github/workflows/casket-pages.yml
eclexiaiser,eclexiaiser,Augmentation tools,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
eclexiaiser,eclexiaiser,Augmentation tools,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,9c6d49fb91505b32fc5a6de2e5f1e36d2005b00e; ## main...origin/main [ahead 7],.github/workflows/release.yml
ephapaxiser,ephapaxiser,Augmentation tools,Syntax,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Semantics,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/interface/abi/Ephapaxiser/ABI/Semantics.idr
ephapaxiser,ephapaxiser,Augmentation tools,Type checker,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc; examples/SafeDOMExample.affine
ephapaxiser,ephapaxiser,Augmentation tools,AST,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Lexer,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],.github/workflows/secret-scanner.yml
ephapaxiser,ephapaxiser,Augmentation tools,Parser,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/codegen/parser.rs
ephapaxiser,ephapaxiser,Augmentation tools,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Interpreter / runner,!,Reviewed run() prints instructions/configuration and returns success; it does not execute the target workload.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/codegen/mod.rs
ephapaxiser,ephapaxiser,Augmentation tools,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Compiler / build,!,"Reviewed build() prints a plan/status or validates input, then returns success; it does not invoke the target compiler.",044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/codegen/mod.rs
ephapaxiser,ephapaxiser,Augmentation tools,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],features/ssg/ssg-bootstrap.sh
ephapaxiser,ephapaxiser,Augmentation tools,Code generators,I,src/codegen/mod.rs orchestration inspected. It writes/delegates generated artifacts; per-target semantic validity and full generator coverage were not established.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/codegen/mod.rs
ephapaxiser,ephapaxiser,Augmentation tools,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/abi/mod.rs
ephapaxiser,ephapaxiser,Augmentation tools,Standard library,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],.machine_readable/6a2/ECOSYSTEM.a2ml
ephapaxiser,ephapaxiser,Augmentation tools,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],src/interface/ffi/.zig-cache/o/a321aa3c8732663417bf1076929f850a/test.o; src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc
ephapaxiser,ephapaxiser,Augmentation tools,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],tests/fuzz/placeholder.txt; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
ephapaxiser,ephapaxiser,Augmentation tools,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc
ephapaxiser,ephapaxiser,Augmentation tools,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],
ephapaxiser,ephapaxiser,Augmentation tools,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],.github/workflows/abi-ffi-gate.yml; .github/workflows/boj-build.yml; .github/workflows/casket-pages.yml
ephapaxiser,ephapaxiser,Augmentation tools,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
ephapaxiser,ephapaxiser,Augmentation tools,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,044e89fd6010f5e6019adaff13da7d7855c40023; ## main...origin/main [ahead 25],.github/workflows/release.yml
futharkiser,futharkiser,Augmentation tools,Syntax,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Semantics,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/interface/abi/Futharkiser/ABI/Semantics.idr
futharkiser,futharkiser,Augmentation tools,Type checker,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc; examples/SafeDOMExample.affine
futharkiser,futharkiser,Augmentation tools,AST,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Judgement / evidence graph,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Lexer,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],.github/workflows/secret-scanner.yml
futharkiser,futharkiser,Augmentation tools,Parser,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/codegen/parser.rs
futharkiser,futharkiser,Augmentation tools,Elaboration / IR,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,REPL,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,LSP / debugger,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Interpreter / runner,!,Reviewed run() prints instructions/configuration and returns success; it does not execute the target workload.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/codegen/mod.rs
futharkiser,futharkiser,Augmentation tools,Meta-interpreter,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Compiler / build,!,"Reviewed build() prints a plan/status or validates input, then returns success; it does not invoke the target compiler.",948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/codegen/mod.rs
futharkiser,futharkiser,Augmentation tools,Meta-compiler,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],features/ssg/ssg-bootstrap.sh
futharkiser,futharkiser,Augmentation tools,Code generators,I,src/codegen/mod.rs orchestration inspected. It writes/delegates generated artifacts; per-target semantic validity and full generator coverage were not established.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/codegen/mod.rs
futharkiser,futharkiser,Augmentation tools,Coprocessor / GPU,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,FFI / ABI / verifier,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],.machine_readable/scripts/verification/0.3-AI-MANIFEST.a2ml; .machine_readable/scripts/verification/README.adoc; src/abi/mod.rs
futharkiser,futharkiser,Augmentation tools,Standard library,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Aggregate library,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,Other libraries / packages,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],.machine_readable/6a2/ECOSYSTEM.a2ml
futharkiser,futharkiser,Augmentation tools,Unit / conformance tests,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],src/interface/ffi/test/0.4-AI-MANIFEST.a2ml; src/interface/ffi/test/README.adoc; src/interface/ffi/test/integration_test.zig
futharkiser,futharkiser,Augmentation tools,Property tests / fuzzing,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],tests/fuzz/placeholder.txt; verification/fuzzing/0.2-AI-MANIFEST.a2ml; verification/fuzzing/README.adoc
futharkiser,futharkiser,Augmentation tools,Formal model / proofs,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],verification/proofs/0.2-AI-MANIFEST.a2ml; verification/proofs/README.adoc
futharkiser,futharkiser,Augmentation tools,Proof / runtime correspondence,?,No sufficient component assessment in this audit. This is not a claim of absence.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],
futharkiser,futharkiser,Augmentation tools,CI / security gates,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],.github/workflows/abi-ffi-gate.yml; .github/workflows/boj-build.yml; .github/workflows/casket-pages.yml
futharkiser,futharkiser,Augmentation tools,Benchmarks / measurement,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],verification/benchmarks/0.2-AI-MANIFEST.a2ml; verification/benchmarks/README.adoc
futharkiser,futharkiser,Augmentation tools,Release / packaging,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,948446aad7560c976c40ac1af47ba8b9f1c3b5a8; ## main...origin/main [ahead 26],.github/workflows/release.yml
halideiser,halideiser,Augmentation tools,Syntax,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,7e7ffca5550c576ca2a4269b2a83259c49970c50; ## main...origin/main; repair observations refer separately to https://github.com/hyperpolymath/halideiser/pull/64,
halideiser,halideiser,Augmentation tools,Semantics,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,7e7ffca5550c576ca2a4269b2a83259c49970c50; ## main...origin/main; repair observations refer separately to https://github.com/hyperpolymath/halideiser/pull/64,src/interface/abi/Halideiser/ABI/Semantics.idr
halideiser,halideiser,Augmentation tools,Type checker,H,This column refers to the native host language. A manifest/input parser in the augmenter is not that language’s compiler or type checker.,7e7ffca5550c576ca2a4269b2a83259c49970c50; ## main...origin/main; repair observations refer separately to https://github.com/hyperpolymath/halideiser/pull/64,
halideiser,halideiser,Augmentation tools,Ownership / effects,F,A related filename was enumerated. Its existence establishes neither implementation nor correctness.,7e7ffca5550c576ca2a4269b2a83259c49970c50; ## main...origin/main; repair observations refer separately to https://github.com/hyperpolymath/halideiser/pull/64,docs/governance/audit/effects/0.3-AI-MANIFEST.a2ml; docs/governance/audit/effects/README.adoc; examples/SafeDOMExample.affine
